;name;gender
998;Llorente, Mariano;m
999;Rodríguez, Jesús;m
1000;Álvarez, Elisa;f
1001;Beisner, Alicia;f
1002;Dicenta, Jacobo;m
1003;Marelo, Gonzalo;m
1004;Melero, Gonzalo;m
1005;Monje, Álvaro;m
1006;Muñoz, Lola;f
1007;Scola, Pablo;m
1008;Zúñiga, Miguel;m
1009;Maturana, Daniel;m
1010;Mosquera, Carmen;f
1011;Barriuso, Jorge;
1012;Conesa, Rafael;m
1013;Fernández, Miguel Ángel;
1014;Lifante, José;m
1015;Priego, Luis Ángel;m
1016;San Martín, Conrado;m
1017;Vivas, Victoria;f
1018;Zurbano, Iñaqui;m
1019;Bosch, Jorge;m
1020;Cobo, Yohana;f
1021;Ferré, Marisol;
1022;García, Victoria Eugenia;f
1023;Macías, Alberto;m
1024;Caro, Manolo;m
1025;León, Maruchi;f
1026;Río, Armando del;m
1027;Cabrero, Jesús;m
1028;González, Marga;f
1029;Guerrero, Aarón;m
1030;Pinilla, David;m
1031;Yagüe, Alicia;f
1032;Acebo, Lucía;f
1033;Artero, Juanjo;m
1034;Camba, Roberto;m
1035;Krettikian, María;f
1036;Linder, Emilio;m
1037;Luque, Daniel;m
1038;Pérezagua, Luis;m
1039;Villén, Enrique;m
1040;Blanco, Carmelo;m
1041;Cuesta, Fernando;m
1042;García, Cristina;m
1043;Lara, Maribel;f
1044;Manrique, José Luis;m
1045;Navales, Mayte;f
1046;Caro, Antonio;m
1047;Cordón, Jesús;m
1048;Garrido, Martín;m
1049;Gómez, Macarena;f
1050;Martínez, Cristina;m
1051;Ramos, Álvaro;m
1052;Rodríguez, Borja;m
1053;Sánchez, Mar;f
1054;Martín, Gabi;m
1055;Mauleón, Joshean;m
1056;Ruiz de la Prada, Isabel;f
1057;Blanch, Jaime;m
1058;Soldevila, Paula;f
1059;Torres, Jorge;m
1060;Villalba, Celia;f
1061;Viéitez, Marcos;m
1062;Brun, Manuel;m
1063;Buen, Susana;f
1064;Larrañaga Jr., Carlos;m
1065;Jiménez, Felipe;m
1066;Ruiz, Cristina;f
1067;Torray, Alejandra;f
1068;Andújar, Joaquín;
1069;Fuentes, Antonio;m
1070;Sardà, Rosa Maria;f
1071;Florido, José Andrés;m
1072;Sánchez, César;m
1073;de los Santos, Alexis;m
1074;Ballesteros, Leopoldo;m
1075;Benoit, Miriam;f
1076;Larrañaga, Kako;m
1077;Rivera, Aroa;f
1078;Alterio, Héctor;m
1079;Catalá, Paco;m
1080;Cela, José;m
1081;González, Íñigo López;m
1082;Luján, Verónica;f
1083;OWisiedo, Mayrata;f
1084;Andújar, Gabriel;m
1085;González, Mary;f
1086;Hinojosa, Joaquín;m
1087;Pont, Mónica;f
1088;Albiach, José;m
1089;Lucendo, César;m
1090;Ramírez, Mary Carmen;f
1091;Zapatero, Estrella;f
1092;Álvarez, Flora;f
1093;Fernández, Dafne;f
1094;Díaz, Juan;m
1095;Santos, Iván;m
1096;Gallego, José Antonio;m
1097;Garci-Martín, Javier;m
1098;León, Fabio;m
1099;Martín, Sara;m
1100;Muñiz, Mauro;m
1101;San José, Jorge;m
1102;Suárez, Ángel;m
1103;Aguilera, Diana;f
1104;Cabana, Nacho;m
1105;Ríos San Martín, Manuel;m
1106;Velázquez, Pilar;f
1107;Zarzo, Manuel;m
1108;del Olmo, Patricia;f
1109;Cantero, José;m
1110;Castellanos, Pilar;f
1111;Mellado, Emilio;m
1112;Redondo, Aurora;f
1113;Álvarez, José María;m
1114;Chamorro, Antonio;m
1115;González, Jesús;m
1116;Gutiérrez, Chus;f
1117;Pratt, África;f
1118;Varela, Luis;m
1119;Barrero, Mario;m
1120;Flahn, Juan;m
1121;Merino, Francisco;m
1122;Barona, Eugenio;m
1123;Calle, Teófilo;m
1124;Fernández, José Luis;m
1125;Resino, Andrés;m
1126;Belaustegui, Marta;f
1127;Martínez, Pedro Miguel;m
1128;Navarro, Manuel;m
1129;Rozas, Eduardo;m
1130;Alcántara, Carmelo;m
1131;Alford, Madeline;f
1132;Díaz, Julián;m
1133;Gómez, Concha;f
1134;Larrañaga, Carlos;m
1135;Sanz, José;m
1136;Álvarez, Itziar;f
1137;Cantó, Toni;m
1138;Correcher, Roberto;m
1139;Usillos, Javier;m
1140;Walerstein, Marcela;f
1141;Cairo, Roberto;m
1142;Conde, Fernando;m
1143;Lahoz, Marisa;f
1144;Sáez, Tomás;m
1145;Bertoncini, María Reyes;
1146;Camisón, Cristina;f
1147;Conde, José;m
1148;González, Sheila;f
1149;Gálvez, Diana;f
1150;Molina, Marta;f
1151;Rivas, Patricia;f
1152;Santiago, Beatriz;f
1153;Solaguren, Cecilia;f
1154;Suárez, Paloma;f
1155;de la Fuente, Silvia;f
1156;de la Serna, Sergio;m
1157;del Campo, Eva;f
1158;Anderson, Ivan G.;m
1159;Jarju, Mulie;m
1160;Gascón, Carlos;m
1161;Hormigo, Manuel;m
1162;Martín, Daniel;m
1163;Nadal, Laura;f
1164;Román, Ángel;m
1165;Castejón, Jesús;m
1166;Escuer, José María;m
1167;Rodríguez, Sandra;f
1168;Vico, Antonio;m
1169;Colmenar, Emilio;m
1170;Estella, Claudia;f
1171;Meseguer, Juan;m
1172;Navarro, José Antonio;m
1173;San José, María Luisa;f
1174;Valverde, Juan Jesús;m
1175;Alonso, Esperanza;f
1176;Rodríguez, Javier;m
1177;de la Vega, Aníbal;m
1178;Arango, Paco;m
1179;Gayo, Tomás;m
1180;Guerrero, Rafael;m
1181;Huerta, Cris;m
1182;Martín, Gador;f
1183;Río, Pilar del;f
1184;Torrijo, José Luis;m
1185;Vidal, Francisco;m
1186;Lorente, Ester;f
1187;Lorenzo, Luis;m
1188;Soria, Rebeca;f
1189;Moreno, Antoñita;f
1190;Hoz, Miguel de la;m
1191;Somoza, Fernando;m
1192;Pastor, Rodolfo;m
1193;Rodríguez, Paco;
1194;Alchin, Ray;
1195;Allen, John;m
1196;Bourne, Titaine;f
1197;Carroll, Peter;m
1198;Clark, Lawrence Gordon;
1199;Crosby, Matthew;m
1200;Daniels, Geoffrey;
1201;Doyle, John;m
1202;Foxcroft, Les;m
1203;Franklin, Benjamin;m
1204;Gregg, John;m
1205;Grives, Steven;m
1206;Hallhuber, Erich;m
1207;Harvey, Tony;m
1208;Hendry, Peter;
1209;Holt, Jim;m
1210;Johnson, Laura;
1211;Kavanagh, Tony;
1212;Kimitete, Louise;f
1213;Martin, Tony;m
1214;McConnochie, Rhys;m
1215;Michell, Keith;m
1216;Minty, Emil;m
1217;Morrell, Geoff;m
1218;Nieto, José;m
1219;Padwick, Robert;m
1220;Penot, Jacques;m
1221;Polson, John;m
1222;Quin, Barry;m
1223;Rey, Fernando;m
1224;Risch, Maurice;m
1225;Trevarthen, Noel;m
1226;Tunipua, J. Tuhetini;m
1227;Vioff, Udo;m
1228;Whitney, David;m
1229;Yeldham, Peter;
1230;Appleby, Steven;m
1231;Bedard, Phil;m
1232;Bishop, Pete;
1233;Cottrell Boyce, Frank;m
1234;Lalonde, Larry;m
1235;Povey, Jeff;
1236;Taverner, Carol;
1237;Ibáñez, Pablo;
1238;Outeiriño, Manuel;m
1239;Rei, Luís;m
1240;Robles, Ana;f
1241;Corrales, Mari Ángeles;
1242;Costilla, Ángela;
1243;García Díaz, Javier;
1244;Gonzalo, Mónica;
1245;Martín Mateos, Samuel;m
1246;Moyano, Estrella;
1247;Navarro, Magdalena;
1248;Sabio, José Fernández;
1249;Alonso Millán, Juan José;m
1250;Cordero, Fernando;
1251;Hens, Antonio;m
1252;Lara, Juanma;m
1253;León, Paco;m
1254;Alberti, Anna;f
1255;Cáceres, Marta;f
1256;Domenjó, Daniel;m
1257;Díaz, Raül;m
1258;Garrido, Núria;
1259;Guerrero, Alba;f
1260;León, Macarena;f
1261;Llagostera, Brigitte;m
1262;Marculeta, Arantxa;f
1263;Meroño, Anna;f
1264;Nolis, Oriol;m
1265;Oliva, Llúcia;f
1266;Ribas, Marta;f
1267;Sánchez-Maroto, Maribel;f
1268;Tejera, Montse;f
1269;Vicente, Sergi;m
1270;Vila, Eloi;m
1271;Espunyes, Josep;m
1272;Gras, Rosa Victòria;f
1273;Serrallonga, Carme;f
1274;Ferrandis, Antonio;m
1275;Manzanos, Gregorio;
1276;Castillo, Javier;m
1277;Gil, Jorge;
1278;Kress, Arturo B.;
1279;Trecet, Ramón;m
1280;de la Casa, José Ángel;m
1281;Álvarez, Jesús;m
1282;Angélica, Ofelia;f
1283;Beltrán, Pedro;m
1284;Cela, Camilo José;m
1285;Flores, María Elena;f
1286;Gas, Mario;m
1287;Gavilanes, Julio;m
1288;Grégori, Concha;f
1289;Martín, Eugenio;m
1290;Marzoa, Ana;f
1291;Marín, Luis;m
1292;Massó, Alejandro;m
1293;Matji, Manolo;m
1294;Montero, Isaac;m
1295;Muñoz, Chema;m
1296;Otegui, Juan José;m
1297;Paredes, Marisa;f
1298;Peña, Julio;m
1299;Ponte, María Luisa;f
1300;Pou, Josep Maria;m
1301;Rabal, Francisco;m
1302;Sueiro, Daniel;m
1303;Taylor, Jack;m
1304;Antúnez, Javier;m
1305;Conde, Miguel;m
1306;Ferreiro, Iván;m
1307;Gara, Olvido;f
1308;Llanos, Amparo;f
1309;Llanos, Cristina;f
1310;Loquillo;m
1311;López, Xoel;m
1312;Mercado, Rosendo;m
1313;Montero, Suso;m
1314;Regueira, Belén;f
1315;Santiago, Josele;m
1316;Serrano, Ismael;m
1317;Titos, Samuel;m
1318;Tamariz, Juan;m
1319;Aguirre, Armando;m
1320;Andany, Jesusa;f
1321;Arquimbau, Concepció;f
1322;Barbany, Ana María;f
1323;Borràs, Joan;m
1324;Bruquetas, Mercè;f
1325;Contreras, Carme;f
1326;Contreras, Roser;f
1327;Gimeno, Josep Maria;m
1328;Gómez, Antoni;m
1329;Güell, Lluís Maria;m
1330;Lizaran, Anna;f
1331;Lloret, Carles;m
1332;Rusiñol, Santiago;m
1333;Vilanova, Maria;f
1334;Ballester, Pep;m
1335;Dueso, Albert;m
1336;Elias, Carme;f
1337;Garsaball, Pau;m
1338;Lana, Josep M.;m
1339;Lana, José Manuel;m
1340;Lara, Orestes;
1341;Miralles, Joan;m
1342;Romero, Rosa;f
1343;Romeu, Quico;m
1344;Rovira, Antonio;m
1345;Sánchez, Encarna;f
1346;Roca, Elisenda;f
1347;Molina, Bárbara;
1348;Rosso, Verónica;
1349;Esteve, Oriol;
1350;Morist, Alfons;
1351;Aumont, Jean-Pierre;m
1352;Blech, Hans Christian;m
1353;Castellitto, Sergio;m
1354;DObici, Valeria;f
1355;Daëms, Marie;f
1356;Delon, Alain;m
1357;Feuillère, Edwige;f
1358;Fontana, Richard;m
1359;Hawtrey, Nicholas;m
1360;Held, Ingrid;f
1361;Lavanant, Dominique;f
1362;Lefebvre, Philippe;m
1363;Lentz, Oliver;m
1364;Marchand, Guy;m
1365;Marsillach, Adolfo;m
1366;Melles, Sunnyi;f
1367;Onofri, Paola;f
1368;Poivre dArvor, Patrick;m
1369;Rouyer, André;m
1370;Seide, Stuart;m
1371;Sénia, Jean-Marie;m
1372;Tréjan, Guy;m
1373;de Rivel, Moune;f
1374;de la Riva, Jorge;
1375;Lejarza, Mikel;m
1376;Guerenabarrena, Juanjo;m
1377;Tejerina, Arturo;m
1378;Cebrián, Lorenzo;
1379;Simón, Vicente;
1380;Sánchez Gallo, Jorge;
1381;Villate, Jaime;
1382;Escribano, Francesc;m
1383;Úbeda, Joan;m
1384;Diloy, Julio;
1385;Vázquez, Isabel;f
1386;Calvete, Francisco José;
1387;Fernández Portillo, Juan;
1388;Mochales, Carlos;
1389;Parera Fons, Antonio;m
1390;Pastor, José Luis;
1391;Caballé, Guillem;m
1392;Gómez, Paz;f
1393;López Schlichting, Patricia;f
1394;Rubira, Tinet;m
1395;Soroca, Florenge;
1396;Abadal, Pere;
1397;Cerdà, Jordi;
1398;Coppini, Germán;m
1399;Harry;m
1400;Hernández, Julián;m
1401;Praps, Víctor;m
1402;Santos, Santi;m
1403;Sanz, Alejandro;m
1404;Solveira, Javi;m
1405;Torrado, Alberto;m
1406;Vif, Víctor;m
1407;Vives, Carlos;m
1408;Bizcarrondo, Esther;f
1409;Blázquez, Sandra;f
1410;Feijóo, Manuel;m
1411;Fominaya, Silvia;f
1412;Lizarralde, Elene;f
1413;Uzkudun, Ibon;m
1414;Valdivia, Arantxa;f
1415;del Val, Talia;f
1416;Albiol, Ferran;m
1417;Busquets, Agnès;f
1418;Campàs Reig, Jordi;
1419;Capdet, Frank;m
1420;Carrillo, Eulàlia;
1421;Casas, Anna;f
1422;Dausà, Joan;m
1423;Gil, Vicente;m
1424;Jiménez, Cristina;m
1425;Kirchner, Dan;
1426;Lleonart, Ton;
1427;Manso, Anna;
1428;Martín Piñol, Joan Antoni;m
1429;Palomino, Andrés;
1430;Segura, Clara;f
1431;Sobrón, Xavier;
1432;Solé, Bet;
1433;Villazala, Azucena;
1434;Violan, Núria;
1435;Álvaro, Víctor;m
1436;Bouzas, Pemón;m
1437;Olaizola, José Luis;m
1438;Ferrer-Arpí, Josep Maria;m
1439;García Serrano, Yolanda;f
1440;Moral, Ignacio del;m
1441;Acuña, David;
1442;Arenas, Eloy;m
1443;Ballesta, Juan José;m
1444;Echávarri, Íñigo;
1445;Esparza, Daniel;m
1446;Sigüenza, Alejandro;m
1447;Cordeiro, Serafín;m
1448;Losada, Antón;m
1449;Pereiro, Xosé Manuel;
1450;López, Nazaret;f
1451;Banegas, Óscar;
1452;Flores, Lolita;f
1453;Bello, Manolo;m
1454;Branco, Óscar;m
1455;Campos, María;f
1456;Caronho, Amadeu;m
1457;Casal, Julio;
1458;Domínguez, Adolfo;m
1459;González, Fran;m
1460;López, Toño;
1461;Manteiga, Xavier;
1462;Manzano, Fely;f
1463;Mariñas, Luis;m
1464;Mendes, Grace;f
1465;Paredes, Xabier;m
1466;Prieto, Jacobo;m
1467;Pérez, Xoan;m
1468;Ratibo, Arcanjo;
1469;Simoes, Jorge;
1470;Baltanás, Leonardo;
1471;García Casado, Carlos;
1472;Pérez, Esther;
1473;Ruiz, Pedro;m
1474;Acosta, José Luis;m
1475;López Amado, Norberto;m
1476;Morcillo, Carlos;
1477;Rodríguez, Azucena;f
1478;Beut, Mario;m
1479;Banegas, Francisco Javier;
1480;Ibáñez, Mercedes;f
1481;Quero, Chema;
1482;Romero, Rafael;m
1483;Calderón, Juan Carlos;m
1484;Beccaría, José Manuel Romay;m
1485;Fernández, Luis;m
1486;Jiménez Losantos, Federico;m
1487;Maneiro, Ramona;f
1488;Oneto, Pepe;m
1489;Ramírez, Pedro J.;m
1490;Álvarez de Toledo, Consuelo;f
1491;Barro, Andrés do;m
1492;González, José Ángel;
1493;Pontes, Pedro;m
1494;García Tola, Fernando;m
1495;Baeza, Isabel;f
1496;Martínez, Lola;f
1497;Soler, Ángel;m
1498;Lapeña Esquivel, José;
1499;Plans, Juan José;m
1500;Ferreiro, Xesús;
1501;Merino, Queca;f
1502;Ríos, José Manuel Muñiz;m
1503;Vázquez, José González;m
1504;Alessandrini, Raymond;m
1505;Ben-Barka, Souheil;
1506;Bideaux, Véronique;
1507;Curtelin, Jean;m
1508;Curtelin, Laurence;f
1509;Célarié, Clémentine;f
1510;Eve, Trevor;m
1511;Ferhati, Jillali;m
1512;James, Francis;
1513;Leroy, Pauline;
1514;Marchetti, Daniel;
1515;Morier-Genoud, Philippe;m
1516;Perochon, Marie-Françoise;
1517;Rietty, Robert;m
1518;Segal, Erich;m
1519;Serraj, Mohamed;m
1520;Tah-Tah, Mustapha;m
1521;Thury, Martial;
1522;Wyn, Michel;m
1523;Alpha, Jacky;m
1524;Alpha, Jose;m
1525;Annette, Jacqueline;
1526;Comtet, François;
1527;Cormier, Patrick;
1528;Darche, Françoise;
1529;Deluc, Xavier;m
1530;Haddon, Dayle;f
1531;Junek, Francis;
1532;Koskas, Marie-Chantal;
1533;Lopert, Tanya;f
1534;Marciano, Francesca;f
1535;Morris, Greg;m
1536;Petit, Manuela;
1537;Saint-Rose, Leon;m
1538;Shuman, Mort;m
1539;Abdo, Joe;m
1540;Amaral, Maria;
1541;Aubry, Cécile;f
1542;Boissol, Claude;m
1543;Botica, Amílcar;m
1544;Buisel, Júlia;f
1545;Cortez, Armando;m
1546;Dauphin, Jean-Claude;m
1547;Faur-Perdigou, Brigitte;
1548;Ferrer, Filipe;m
1549;Fruits et Légumes;
1550;Granger, Hugo;m
1551;João, Adelaide;f
1552;Killing, Laure;f
1553;Leite, Alexandra;f
1554;Lopes, Fernando;m
1555;Mascarenhas, Luís;m
1556;Poppe, Madalena;
1557;Roncoroni, Jean-Louis;
1558;Roque, Elso;m
1559;Williams, Celia;f
1560;Witta, Jacques;m
1561;da Cunha Telles, António;m
1562;de Matos, Glória;f
1563;Bista, Henryk;m
1564;Boissel, Anne;
1565;Bouix, Evelyne;f
1566;Crisp, N.J.;
1567;Dayan, Josée;f
1568;Dior, Christian;
1569;Elissalde, Serge;m
1570;Kilar, Wojciech;m
1571;Morawiecka, Hanna;
1572;Olbrychski, Daniel;m
1573;Ptak, Krzysztof;
1574;Sajko, Jerzy;
1575;Selinger, Catherine;
1576;Skarzanka, Hanna;f
1577;Straszewski, Ryszard;m
1578;Zapasiewicz, Zbigniew;m
1579;Arroyo, Xoán G.;
1580;Blanco, Fran;m
1581;Castro, Rosa;f
1582;Chao, Javier Blanco;
1583;García, Constantino;m
1584;Mato, Santiago;m
1585;Barrera, Llum;f
1586;Berrondo, Paul;m
1587;Lambert, Lina;f
1588;Lite, Xavi;m
1589;Mir, Paco;m
1590;Navarro, Regina;f
1591;Trueba, Dolores;
1592;Alberti, Rafael;m
1593;Avendaño, Alberto;m
1594;Carmona, Antonio;m
1595;Navarro, Chucho;m
1596;Ochoa, Severo;m
1597;Pemán, Santiago;m
1598;Sedes, Sito;m
1599;Álvarez, Xosé M.;
1600;Iglesias, María Antonia;f
1601;Muñoz Clotet, Cristina;f
1602;García Novell, Francisco;m
1603;García, Xoán Manuel;m
1604;Redondo, Alfonso;m
1605;Tiozzo, Christophe;m
1606;Bauza, Isabel;f
1607;Mármol, Paco;m
1608;Sánchez, Pilar;f
1609;Quintero, Jesús;m
1610;Mota, Miguel;m
1611;Muñoz de Mesa, Antonio;m
1612;Quiñones, Daniel;
1613;Rodríguez Valera, Carlos;
1614;Vivas, Sara;f
1615;Betancort, Patricia;f
1616;Cubedo, Fernando;
1617;Vila, Miguel;m
1618;Landi, Margarita;f
1619;Aragon, Maria;
1620;Ballester Bustos, Luis;
1621;Barnes, Richard;m
1622;Barron, Dayna;
1623;Barron, Robert V.;m
1624;Carabias, José;m
1625;Clarke, Cam;m
1626;Conesa, Matilde;f
1627;Cámara, Gloria;f
1628;Daniels, Warren;m
1629;Dicenta, Daniel;m
1630;Dumas père, Alexandre;
1631;Ehlmann, Byrd;
1632;Forstadt, Rebecca;f
1633;Frierson, Eddie;m
1634;García, Ana Ángeles;f
1635;Genda, Tesshô;m
1636;Gibson, Ben;m
1637;Godzilla, Mikey;m
1638;Han, Keiko;f
1639;Hattori, Katsuhisa;m
1640;Jover, Eduardo;m
1641;Kimura, Yoshihiro;
1642;Klassi, Jason;m
1643;Koshi, Shigeo;
1644;Levenson, Robin;m
1645;López, Soledad;f
1646;Mahan, Kerrigan;m
1647;Majima, Satomi;f
1648;Mallow, Dave;m
1649;Masuyama, Eiko;f
1650;Mathewson, Christy;m
1651;Miller, Stephen;
1652;Mirman, Edie;f
1653;Moratalla, José;m
1654;Morris, Garry;
1655;Mugihito;m
1656;Nakahara, Akira;
1657;Nojima, Akio;m
1658;Peiró, Manuel;m
1659;Penagos, Rafael de;m
1660;Phillips, Colin;m
1661;Platt, Jeffrey;m
1662;Prescott, Simon;m
1663;Reynolds, Mike;m
1664;Rosales, Melesio;
1665;Saitô, Hidetaka;
1666;Shiozawa, Kaneto;m
1667;Sorich, Michael;m
1668;Stone, Doug;m
1669;Sugiyama, Taku;
1670;Thomas, Drew Levi;m
1671;Tsuboi, Akiko;f
1672;Tsukase, Noriko;f
1673;Wyner, Tom;m
1674;Yada, Minoru;m
1675;Ômiya, Teiji;m
1676;Basinski, Peter;
1677;Bassiner, Jonni;m
1678;Cappe, James;
1679;Chanock, Bundy;m
1680;Freilich, Jeff;m
1681;Gilbert, Kevin;
1682;Gomes, Rob;m
1683;Haas, Joanne;f
1684;Heinsohn, Elisa;f
1685;Irwin, Ashley;
1686;Scott, Gary S.;
1687;Wiederhorn, Ken;m
1688;Zada, Ramy;m
1689;Basinski, Susan Ashley;f
1690;Golferichs, Macari;m
1691;Goodwin, Michael;m
1692;Halsey, Michael;m
1693;Marum, Gene;
1694;Palmieri, Anthony R.;m
1695;Quinn, Daniel;m
1696;Snow, Mark;m
1697;Barnes, Priscilla;f
1698;Ahrweiler, Arthur W.;
1699;Berger, Helmut;m
1700;Boccardo, Delia;f
1701;Bongartz, Peter;m
1702;Degen, Michael;m
1703;Du Biel, Nellis;m
1704;Kasprik, Anne;f
1705;Lemke, Klaus;m
1706;Minzloff, Claudia;
1707;Sadler, Laura;f
1708;Vogler, Rüdiger;m
1709;Weidner, Götz;
1710;Bosley, Tom;m
1711;Charest, Micheline;f
1712;Cordero, José María;m
1713;Denis, Marc;m
1714;Dumont, Richard;m
1715;Egido, Ángel;m
1716;Hagens, Hetty;f
1717;Henderson, A.J.;m
1718;Hernández, Paco;m
1719;Huygen, Wil;
1720;Klinck, Elizabeth;
1721;Knight, Adrian;m
1722;Langa, Ramón;m
1723;Martínez, Teófilo;m
1724;Muller, Hero;m
1725;Plummer, Christopher;m
1726;Pogenmiller, Barbara;f
1727;Poons, Dick;m
1728;Poortvliet, Rien;m
1729;Reid, Ernest;
1730;Rivera, Franklin;m
1731;Roy, Rob;m
1732;Weinberg, Ronald A.;
1733;Woods, Jane;f
1734;Arévalo;m
1735;Erosa, Rafael;m
1736;Gracia, Malena;f
1737;Josele;m
1738;de Vega, Manolo;m
1739;el Corto, Marianico;m
1740;Huerga, Manuel;m
1741;Salgot, José Antonio;m
1742;Comesaña, José María;m
1743;Colmeiro, Helena;f
1744;Colmeiro, Manuel;m
1745;Mayoral, Marina;f
1746;Novoa, Leopoldo;m
1747;Vilas, Xosé Neira;m
1748;Ferrer, Nina;f
1749;Ramoncín;m
1750;Bouzón, Dolores;f
1751;Perales, José Luis;m
1752;Rodríguez, Nicolás;m
1753;Ruiz de la Prada, Ágatha;f
1754;Ríos, Xil;m
1755;Sabela;f
1756;Moles, Manuel;m
1757;Romero, Mariví;m
1758;Abril, José;
1759;Lorenzo, José Manuel;m
1760;Robleda, Antonio;
1761;Prego, Victoria;f
1762;Albistur, Xabier;m
1763;Altares, Pedro;m
1764;Borrell, Josep;m
1765;Caldera, Jesús;m
1766;Castellano, Pablo;m
1767;Cercas, Alejandro;m
1768;Jové, Salvador;m
1769;Mauricio, José Carlos;m
1770;Michavila, José María;m
1771;Nadal, Joan Miquel;m
1772;Peralta, Ricardo;m
1773;Posada, Jesús;m
1774;Rivero, Paulino;m
1775;Salgado, Rafael Arias;m
1776;Solbes, Pedro;m
1777;de Etxabarri, José Juan González;m
1778;de Lerma, Josep López;f
1779;Aibar, Olga;
1780;Babia, Toni;
1781;Bugugnani, Anne;
1782;Corbat, Xavier;
1783;DOcón, Antoni;m
1784;Duffo, Alberto;
1785;Feraud, Valentin;
1786;Herrero, Ramón;
1787;Izquierdo, Josep;
1788;Küstler, Christoph;
1789;Llorens, Esteban;
1790;Mitrani, Roberto;
1791;Ovat, Manel;
1792;Peña, Josep;
1793;Ramirez, Belli;
1794;Reyes, Francisco;
1795;Robert, Jordi;
1796;Roca, Alberto;
1797;Roca, Carlos;
1798;Roig, Josep;
1799;Sorando, Carlos;
1800;Tejeda, Maite;
1801;Vela, Nacho;
1802;Viciana, Josep;
1803;Zapata, Xavier;
1804;Carella, Antonio;
1805;Aute, Luis Eduardo;m
1806;Bayonas, Cecilia;f
1807;Capellà, Antoni;
1808;De Cossío, José María;
1809;Espada, Alberto;
1810;Fernández, Javier;m
1811;Fernández, Ángel Luis;m
1812;García del Amo, Álvaro;
1813;González-Vigil, Antonio;m
1814;Jiménez, Gonzalo;
1815;Poncela, Eusebio;m
1816;Rosado, Carmen;
1817;Valverde, Lola;f
1818;Valverde, Patricia;f
1819;Zulueta, Iván;m
1820;de Cárdenas, Álvaro;
1821;Ampudia, Isabel;f
1822;Cubillo, José Luis;m
1823;Guillén, Fernando;m
1824;Pérez de Ayala, Gustavo;m
1825;Vega, Pastora;f
1826;Ardoy, Gerardo;
1827;Docampo, Aleks;
1828;Ledesma, Miguel;
1829;Martín García, Javier;
1830;Medina, Felipe;
1831;García Ramos, Cristina;f
1832;Leal Soto, Luis;
1833;de Oleaza, Francisco;m
1834;Gozalo, Miguel Ángel;m
1835;Algora, Jorge;
1836;Calvo, Rafael;m
1837;Fernández, Santiago;m
1838;Maceiras, María;
1839;Maceiras, Susana;f
1840;Riveros, Luisa Fernanda;
1841;Rodríguez, Gastón;m
1842;Sánchez, Carmen;
1843;de Dios, Fernando;
1844;Rodríguez, Gerardo;m
1845;Rodríguez, Nieves;f
1846;Rodríguez, Paola;f
1847;Sotelo, Carmen;f
1848;Varela, Antonio;
1849;Varela, Moncho;m
1850;Gil, Manu;
1851;Prat, Joaquín;m
1852;Lleonard, Maria Jesús;f
1853;Martorell, Blanca;f
1854;Abad, Rocío;
1855;Aguilera, Lidia;
1856;Ais, Eva;
1857;Ampurdanés, Núria P.;
1858;Brandner, Cristina;
1859;Gratacós, Francisco;
1860;Henden, David;
1861;Hernández, Toni;
1862;Lleberia, Raúl;
1863;Martínez, Sílvia;
1864;Mizen, Frank;
1865;Norton, Christopher;
1866;Oriol, Anna;
1867;Rubio, Cristina;
1868;Sales, Jordi;
1869;Uviedo, Enrique;
1870;Viciana, Lluís;
1871;Alonso, Carlos Alberto;m
1872;Callejón, José L.;
1873;Fraga, Xesús;m
1874;Galán, Eduardo;m
1875;Jurado, Antonio;
1876;Ledo, Pablo;
1877;Molina, Juan Luis;m
1878;Sánchez, Jesús;m
1879;Sánchez Ocaña, Ramón;m
1880;Bauer, Franz;m
1881;Brassers, Ilse;
1882;Hartmann, Susanne;
1883;Hoeltz, Nikola;
1884;Häntsch, Wolfgang;m
1885;Reitz, Susanne;f
1886;Richter, Inge;
1887;Riedl, Josef Anton;
1888;Steding, Clemens;m
1889;von Mengershausen, Joachim;m
1890;Lluch, Josep Ramón;m
1891;Torres, Mar;f
1892;Alguersuari, Pepita;f
1893;Benet i Jornet, Josep Maria;m
1894;Hosta, Núria;f
1895;Madaula, Ramon;m
1896;Mallol, Lluïsa;f
1897;Morata, Rosa;f
1898;Planas, Pep;m
1899;Riba, Pau;m
1900;Gustafsson, Maria;m
1901;Barroso, Marta;f
1902;F. Aguayo hijo, José;
1903;Fernández, Ana;m
1904;Gabriel y Galán, Mónica;f
1905;Lluch, Miguel;
1906;Gómez Kemp, Mayra;f
1907;Hernández, Azucena;f
1908;Pajares, Andrés;m
1909;Aguilar, Rosa;f
1910;Alberdi, Cristina;f
1911;Almunia, Joaquín;m
1912;Arzalluz, Xabier;m
1913;Campo Vidal, Manuel;m
1914;Carnicero, Carlos;m
1915;Cernuda, Pilar;f
1916;Dávila, Carlos;m
1917;Franco, Antonio;m
1918;González Ferrari, Javier;m
1919;González, Felipe;m
1920;Hermida, Jesús;m
1921;Hermoso, Manuel;m
1922;Jáuregui, Fernando;m
1923;Mayor Oreja, Jaime;m
1924;Narbona, Cristina;f
1925;Oneto, José;m
1926;Pujol, Jordi;m
1927;Pérez Rubalcaba, Alfredo;m
1928;Rato, Rodrigo;m
1929;Rubiales, Amparo;f
1930;San Sebastián, Isabel;f
1931;Solé Tura, Jordi;m
